x,y,z,reachable,left_ok,right_ok,left_error,right_error,left_joint_margin,right_joint_margin,left_sigma_min,right_sigma_min
-0.14999999999999947,0.45000000000000007,0.15,0,0,1,0.2315724036405824,0.00011675995378171285,0.0,0.6974397484126693,0.22244254132089594,0.14293405360749492
-0.09999999999999942,0.45000000000000007,0.15,0,0,1,0.35144515513377456,0.0002333085823070393,0.0,0.6075529971418012,0.22191890652111823,0.11735902645228145
-0.09999999999999942,0.5000000000000001,0.15,0,0,1,0.2693803844395457,0.0003197301448888515,0.0,0.5363386771383392,0.21391027787492684,0.09494713401309793
-0.14999999999999947,0.5000000000000001,0.15,0,0,1,0.17185660947663184,0.0003740394576367008,0.0,0.6399645398538578,0.2165727419316778,0.1254334784555364
-0.1999999999999995,0.5000000000000001,0.15,0,0,1,0.090867271972932,0.00013504708434768794,0.0,0.7239644562254055,0.21794851740221644,0.14784928939838002
-0.24999999999999956,0.5000000000000001,0.15,0,0,1,0.07031695543497131,7.72779561163525e-05,0.0,0.7984647275819519,0.21833261071473026,0.16525977382931897
-0.2999999999999996,0.5000000000000001,0.15,0,0,1,0.05893693447261968,5.4881141600841247e-05,0.0,0.86633984584581,0.2176789004727392,0.17863786754605757
-0.34999999999999964,0.5000000000000001,0.15,0,0,1,0.05447046136772114,4.492771310681329e-05,0.0,0.928552493193026,0.21576969077475883,0.18855585584536763
-0.3999999999999997,0.5000000000000001,0.15,0,0,1,0.05649519645453806,4.0498835916017345e-05,0.0,0.9849988018325636,0.21225777574497826,0.19561115645349203
-0.44999999999999973,0.5000000000000001,0.15,0,0,1,0.06380066996465304,3.858300967900136e-05,0.0,0.9717744336333056,0.20675968900009128,0.20057930461302603
-0.4999999999999998,0.5000000000000001,0.15,0,0,1,0.0747162889308693,3.727088021224335e-05,0.0,0.9184195133518749,0.19890152676103948,0.20430900325862061
-0.5499999999999998,0.5000000000000001,0.15,0,0,1,0.08740957005174851,3.523374018697398e-05,0.0,0.8839454813199836,0.18827403580216925,0.20746140285272238
-0.5999999999999999,0.5000000000000001,0.15,0,0,1,0.10002017802830286,3.215440665321216e-05,0.0,0.8687070934869632,0.1743238958154387,0.21028763580168433
-0.6499999999999999,0.5000000000000001,0.15,0,0,1,0.11053088833433032,2.920307332564e-05,0.0,0.8729029426320443,0.1561544232346615,0.21256565005034272
-0.7,0.5000000000000001,0.15,0,0,1,0.11614945185439182,2.8351989038343473e-05,0.0,0.8965300898833379,0.132045636604755,0.2136992253684862
-0.75,0.5000000000000001,0.15,0,0,1,0.11103671580145227,3.0276280113804845e-05,0.0,0.9394369990041871,0.09768227109706012,0.21292536342189183
-0.75,0.5500000000000002,0.15,0,0,1,0.09994291308623335,3.479797256946168e-05,0.0,1.0393239549927913,0.04854159658299574,0.20028561070950893
-0.7,0.5500000000000002,0.15,0,0,1,0.12986920248313213,2.9552912103884124e-05,0.0,1.0515607929404958,0.1020468539471029,0.2029860004253038
-0.6499999999999999,0.5500000000000002,0.15,0,0,1,0.13422131763749212,2.8507907775777904e-05,0.0,1.0403650990393083,0.1321816861912356,0.2035283453181416
-0.5999999999999999,0.5500000000000002,0.15,0,0,1,0.13051099314907072,2.9143084727442468e-05,0.0,1.0357751150796997,0.1536450439350717,0.20237620796169184
-0.5499999999999998,0.5500000000000002,0.15,0,0,1,0.12352844632504226,3.159375226874231e-05,0.0,1.0207380070481675,0.16979815171929358,0.19988376712867859
-0.4999999999999998,0.5500000000000002,0.15,0,0,1,0.11592997743666988,3.5229847442645576e-05,0.0,0.9895383429621519,0.1820992059301061,0.19617746952967094
-0.44999999999999973,0.5500000000000002,0.15,0,0,1,0.10967965185131996,3.9433875372339136e-05,0.0,0.9492713800259643,0.1913504957731777,0.1910993041363656
-0.3999999999999997,0.5500000000000002,0.15,0,0,1,0.10594905309883615,4.446755368834119e-05,0.0,0.9009998957723805,0.1980642709565855,0.18424473238542932
-0.34999999999999964,0.5500000000000002,0.15,0,0,1,0.10579255176485719,5.18565309777361e-05,0.0,0.8456392589665072,0.20261398907924072,0.175071990853826
-0.2999999999999996,0.5500000000000002,0.15,0,0,1,0.11001091324719038,6.49238758789033e-05,0.0,0.7836302329320775,0.20528327400214838,0.16299680991189675
-0.24999999999999956,0.5500000000000002,0.15,0,0,1,0.11901005119418531,9.128835767955153e-05,0.0,0.7144834742566395,0.20626817120387403,0.14735785540777852
-0.1999999999999995,0.5500000000000002,0.15,0,0,1,0.13269416572469472,0.00015408171424926363,0.0,0.6358552363372538,0.20565472919915417,0.12711505232694048
-0.14999999999999947,0.5500000000000002,0.15,0,0,1,0.15835804403832632,0.000359212098580942,0.0,0.5405916317948507,0.2035491205688504,0.09983105616709188
-0.09999999999999942,0.5500000000000002,0.15,0,0,1,0.21871322381567024,0.0017556254438388225,0.0,0.4008710532056343,0.19987960375567804,0.0566548022780437
-0.09999999999999942,0.6000000000000002,0.15,0,0,0,0.20884456409095414,0.065609390320976,0.0,0.0,0.1813749108366755,0.018612053448317963
-0.14999999999999947,0.6000000000000002,0.15,0,0,1,0.18968169897942527,0.0005380322893526135,0.0,0.39906646795830314,0.18588262327029417,0.055110679993551265
-0.1999999999999995,0.6000000000000002,0.15,0,0,1,0.17503054051276884,0.0015327895420208294,0.0,0.5428452119784604,0.18849257099618266,0.09831197295485847
-0.24999999999999956,0.6000000000000002,0.15,0,0,1,0.1632140185296702,0.00022367047143450898,0.0,0.6331770560351375,0.1891722870481484,0.12358301873362745
-0.2999999999999996,0.6000000000000002,0.15,0,0,1,0.1547012331786977,0.00010645454101311681,0.0,0.7075965831224618,0.1879311611048041,0.14246061896277548
-0.34999999999999964,0.6000000000000002,0.15,0,0,1,0.1495712146196628,6.713239880911181e-05,0.0,0.7708154880671088,0.18468462406899183,0.1568476963018114
-0.3999999999999997,0.6000000000000002,0.15,0,0,1,0.1475246681713651,5.0342480157677805e-05,0.0,0.8250071864343035,0.17924679527677706,0.16785486466835395
-0.44999999999999973,0.6000000000000002,0.15,0,0,1,0.14792490760292304,4.1891774619439965e-05,0.0,0.8707082678281222,0.17131521498271723,0.17614814825644343
-0.4999999999999998,0.6000000000000002,0.15,0,0,1,0.1498198710271532,3.7140335631657944e-05,0.0,0.9077117265333382,0.16042586348648571,0.1821816225536146
-0.5499999999999998,0.6000000000000002,0.15,0,0,1,0.1521312549591112,3.418913941185744e-05,0.0,0.9354843734214601,0.14583591244721558,0.18624256174476925
-0.5999999999999999,0.6000000000000002,0.15,0,0,1,0.1523170622630402,3.233772555295409e-05,0.0,0.9534048745740288,0.1261816459211733,0.18844160913152308
-0.6499999999999999,0.6000000000000002,0.15,0,0,1,0.1455849001483445,3.1603044660958886e-05,0.0,0.9608928255853577,0.09835301597240678,0.18871262871772865
-0.7,0.6000000000000002,0.15,0,0,1,0.11594474649487342,3.236055184052315e-05,0.0,0.9574427192485937,0.04933759537613444,0.18684499185703546
-0.75,0.6000000000000002,0.15,0,0,1,0.11484032784578325,3.503494946610268e-05,0.0,0.9425689750446998,0.010123534785886588,0.1825355049004269
-0.75,0.6500000000000002,0.15,0,0,1,0.3730889956389343,9.60923801770642e-05,0.0,0.8253600995796488,0.065125511350045,0.15788493668003115
-0.7,0.6500000000000002,0.15,0,0,1,0.12053302372809241,3.810805608431446e-05,0.0,0.8431905438616966,0.02836243356545969,0.16361935375155265
-0.6499999999999999,0.6500000000000002,0.15,0,0,1,0.11169952206003494,3.6036077489453566e-05,0.0,0.8489427701227996,0.02797867011323062,0.16653731875829814
-0.5999999999999999,0.6500000000000002,0.15,0,0,1,0.1564980690375173,3.6341973068774574e-05,0.0,0.8432838533031413,0.08558556227905366,0.16689151158720378
-0.5499999999999998,0.6500000000000002,0.15,0,0,1,0.16852977808227457,3.88414286960744e-05,0.0,0.8268220822976137,0.11311087926656348,0.16483814072874958
